promptID,pairID,premise,premise_binary_parse,premise_parse,hypothesis,hypothesis_binary_parse,hypothesis_parse,genre,label
140166,140166n,"'Uh, hi guys,' Daniel said meekly.","( ` ( Uh ( , ( ( hi guys ) ( , ( ' ( Daniel ( ( said meekly ) . ) ) ) ) ) ) ) )","(ROOT (S (`` `) (NP (NNP Uh)) (, ,) (S (VP (VBG hi) (NP (NNS guys)))) (, ,) ('' ') (NP (NNP Daniel)) (VP (VBD said) (ADVP (RB meekly))) (. .)))",Daniel greeted everyone even though he was shy.,( Daniel ( ( ( greeted everyone ) ( even ( though ( he ( was shy ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Daniel)) (VP (VBD greeted) (NP (NN everyone)) (SBAR (RB even) (IN though) (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ shy)))))) (. .))),fiction,1
10575,10575c,oh um i talked to someone about San Antonio,( ( oh ( um i ) ) ( ( talked ( to someone ) ) ( about ( San Antonio ) ) ) ),(ROOT (S (NP (JJ oh) (NN um) (NNS i)) (VP (VBD talked) (PP (TO to) (NP (NN someone))) (PP (IN about) (NP (NNP San) (NNP Antonio)))))),I spoke with someone about Dallas.,( I ( ( ( spoke ( with someone ) ) ( about Dallas ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBD spoke) (PP (IN with) (NP (NN someone))) (PP (IN about) (NP (NNP Dallas)))) (. .))),telephone,2
132455,132455n,A misty morning makes the scene even more evocative of the past.,( ( A ( misty morning ) ) ( ( makes ( ( ( the scene ) ( even ( more evocative ) ) ) ( of ( the past ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ misty) (NN morning)) (VP (VBZ makes) (NP (NP (DT the) (NN scene)) (ADJP (RB even) (RBR more) (JJ evocative)) (PP (IN of) (NP (DT the) (NN past))))) (. .))),A misty morning in Paris brings to mind old evocative imagery of times gone by.,( ( ( A ( misty morning ) ) ( in Paris ) ) ( ( brings ( to ( mind ( ( ( old evocative ) imagery ) ( of ( times ( gone by ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ misty) (NN morning)) (PP (IN in) (NP (NNP Paris)))) (VP (VBZ brings) (S (VP (TO to) (VP (VB mind) (NP (NP (ADJP (JJ old) (JJ evocative)) (NN imagery)) (PP (IN of) (NP (NP (NNS times)) (VP (VBN gone) (PP (IN by)))))))))) (. .))),travel,1
37138,37138c,"Due to this rationalization of delivery cost in the U.S., the postal densities of the most sparsely populated areas are higher than the densities of the most sparsely populated areas of France.","( ( Due ( to ( ( this rationalization ) ( of ( ( delivery cost ) ( in ( the U.S. ) ) ) ) ) ) ) ( , ( ( ( the ( postal densities ) ) ( of ( the ( ( most ( sparsely populated ) ) areas ) ) ) ) ( ( are ( higher ( than ( ( the densities ) ( of ( ( the ( ( most ( sparsely populated ) ) areas ) ) ( of France ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (JJ Due) (TO to) (NP (NP (DT this) (NN rationalization)) (PP (IN of) (NP (NP (NN delivery) (NN cost)) (PP (IN in) (NP (DT the) (NNP U.S.))))))) (, ,) (NP (NP (DT the) (JJ postal) (NNS densities)) (PP (IN of) (NP (DT the) (ADJP (RBS most) (RB sparsely) (VBN populated)) (NNS areas)))) (VP (VBP are) (ADJP (ADJP (JJR higher)) (PP (IN than) (NP (NP (DT the) (NNS densities)) (PP (IN of) (NP (NP (DT the) (ADJP (RBS most) (RB sparsely) (VBN populated)) (NNS areas)) (PP (IN of) (NP (NNP France))))))))) (. .)))",Postal density refers to the amount of junk mail delivered in a given area.,( ( Postal density ) ( ( refers ( to ( ( the amount ) ( of ( ( junk mail ) ( delivered ( in ( a ( given area ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Postal) (NNP density)) (VP (VBZ refers) (PP (TO to) (NP (NP (DT the) (NN amount)) (PP (IN of) (NP (NP (NN junk) (NN mail)) (VP (VBN delivered) (PP (IN in) (NP (DT a) (VBN given) (NN area))))))))) (. .))),government,2
118028,118028e,"Races are held between April and December at the Veliefendi Hippodrome near Bakerky, 15 km (9 miles) west of Istanbul.","( Races ( ( are ( ( held ( between ( ( April and ) December ) ) ) ( at ( ( the ( Veliefendi Hippodrome ) ) ( near ( ( ( ( Bakerky , ) ( 15 km ) ) ( -LRB- ( ( 9 miles ) -RRB- ) ) ) ( west ( of Istanbul ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NN Races)) (VP (VBP are) (VP (VBN held) (PP (IN between) (NP (NNP April) (CC and) (NNP December))) (PP (IN at) (NP (NP (DT the) (NNP Veliefendi) (NNP Hippodrome)) (PP (IN near) (NP (NP (NNP Bakerky)) (, ,) (NP (CD 15) (NN km)) (PRN (-LRB- -LRB-) (NP (CD 9) (NNS miles)) (-RRB- -RRB-)) (NP (NP (NN west)) (PP (IN of) (NP (NNP Istanbul)))))))))) (. .)))",There are races from April to December at Veliefendi Hippodrome.,( There ( ( ( ( are ( races ( from April ) ) ) ( to December ) ) ( at ( Veliefendi Hippodrome ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS races)) (PP (IN from) (NP (NNP April)))) (PP (TO to) (NP (NNP December))) (PP (IN at) (NP (NNP Veliefendi) (NNP Hippodrome)))) (. .))),travel,0
55633,55633c,"The production of anhydrous ammonia in the U.S. in 2000 was approximately 17,400,000 tons (equivalent anhydrous) with apparent consumption of 22,000,000 tons and about 4,600,000 met through net imports, as shown in a 2001 edition of U.S.","( ( ( The production ) ( of ( ( anhydrous ammonia ) ( in ( ( the U.S. ) ( in 2000 ) ) ) ) ) ) ( ( was ( ( ( approximately 17,400,000 ) tons ) ( -LRB- ( ( equivalent anhydrous ) -RRB- ) ) ) ) ( with ( ( ( ( apparent consumption ) ( of ( 22,000,000 tons ) ) ) and ) ( ( about 4,600,000 ) ( ( ( met ( through ( net imports ) ) ) , ) ( as ( shown ( in ( ( a ( 2001 edition ) ) ( of U.S. ) ) ) ) ) ) ) ) ) ) )","(ROOT (S (NP (NP (DT The) (NN production)) (PP (IN of) (NP (NP (JJ anhydrous) (NN ammonia)) (PP (IN in) (NP (NP (DT the) (NNP U.S.)) (PP (IN in) (NP (CD 2000)))))))) (VP (VBD was) (NP (NP (QP (RB approximately) (CD 17,400,000)) (NNS tons)) (PRN (-LRB- -LRB-) (NP (NN equivalent) (NNS anhydrous)) (-RRB- -RRB-))) (PP (IN with) (NP (NP (NP (JJ apparent) (NN consumption)) (PP (IN of) (NP (CD 22,000,000) (NNS tons)))) (CC and) (NP (NP (QP (RB about) (CD 4,600,000))) (VP (VBN met) (PP (IN through) (NP (JJ net) (NNS imports))) (, ,) (SBAR (IN as) (S (VP (VBN shown) (PP (IN in) (NP (NP (DT a) (CD 2001) (NN edition)) (PP (IN of) (NP (NNP U.S.)))))))))))))))",The US does not produce any anhydrous ammonia each year.,( ( The US ) ( ( ( does not ) ( ( produce ( any ( anhydrous ammonia ) ) ) ( each year ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP US)) (VP (VBZ does) (RB not) (VP (VB produce) (NP (DT any) (JJ anhydrous) (NN ammonia)) (NP (DT each) (NN year)))) (. .))),government,2
107579,107579n,oh yeah they do that i mean in in in north Texas they do that quite a bit where you know if you want to go to this particular movie or concert or a discounted thing the big thing down here is rodeos uh if you,( oh ( ( yeah ( they ( do ( that ( i ( ( mean in ) ( in ( in ( ( north Texas ) ( they ( do ( that ( ( ( ( quite ( a bit ) ) ( where ( you ( know ( if ( you ( want ( to ( go ( to ( ( ( this ( particular ( ( movie or ) concert ) ) ) or ) ( a ( discounted thing ) ) ) ) ) ) ) ) ) ) ) ) ) ( ( the ( big thing ) ) ( ( down here ) is ) ) ) ( ( rodeos uh ) if ) ) ) ) ) ) ) ) ) ) ) ) ) ) you ) ),(ROOT (SINV (FRAG (INTJ (UH oh))) (VP (VBP yeah) (SBAR (S (NP (PRP they)) (VP (VBP do) (SBAR (IN that) (S (NP (FW i)) (VP (VBP mean) (PRT (RP in)) (PP (IN in) (IN in) (NP (NP (NNP north) (NNP Texas)) (SBAR (S (NP (PRP they)) (VP (VBP do) (SBAR (IN that) (S (NP (NP (RB quite) (DT a) (NN bit)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP know) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (PP (TO to) (NP (NP (DT this) (JJ particular) (NN movie) (CC or) (NN concert)) (CC or) (NP (DT a) (VBN discounted) (NN thing))))))))))))) (SBAR (S (NP (DT the) (JJ big) (NN thing)) (ADVP (RB down) (RB here)) (VP (VBZ is))))) (VP (VBZ rodeos) (INTJ (UH uh)) (ADVP (IN if))))))))))))))))) (NP (PRP you)))),I try to get discounted prices when I can. ,( I ( ( try ( to ( ( get ( discounted prices ) ) ( when ( I can ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP try) (S (VP (TO to) (VP (VB get) (NP (VBN discounted) (NNS prices)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (MD can)))))))) (. .))),telephone,1
41522,41522n,"Over the past eight years, the school acquired over $88 million of real estate in the Allston section of Boston without revealing its identity to prospective sellers.","( ( Over ( the ( past ( eight years ) ) ) ) ( , ( ( the school ) ( ( ( ( ( acquired over ) ( ( ( $ 88 ) million ) ( of ( real estate ) ) ) ) ( in ( ( the ( Allston section ) ) ( of Boston ) ) ) ) ( without ( ( revealing ( its identity ) ) ( to ( prospective sellers ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN Over) (NP (DT the) (JJ past) (CD eight) (NNS years))) (, ,) (NP (DT the) (NN school)) (VP (VBD acquired) (PRT (RP over)) (NP (NP (QP ($ $) (CD 88) (CD million))) (PP (IN of) (NP (JJ real) (NN estate)))) (PP (IN in) (NP (NP (DT the) (JJ Allston) (NN section)) (PP (IN of) (NP (NNP Boston))))) (PP (IN without) (S (VP (VBG revealing) (NP (PRP$ its) (NN identity)) (PP (TO to) (NP (JJ prospective) (NNS sellers))))))) (. .)))","Over the past eight years, the school acquired more than 88 million in real estate in the Allston section of Boston while remaining completely anonymous even to its own students.","( ( Over ( the ( past ( eight years ) ) ) ) ( , ( ( the school ) ( ( ( ( ( acquired ( more ( ( than 88 ) million ) ) ) ( in ( real estate ) ) ) ( in ( ( the ( Allston section ) ) ( of Boston ) ) ) ) ( while ( ( ( remaining ( completely anonymous ) ) even ) ( to ( its ( own students ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN Over) (NP (DT the) (JJ past) (CD eight) (NNS years))) (, ,) (NP (DT the) (NN school)) (VP (VBD acquired) (NP (QP (JJR more) (IN than) (CD 88) (CD million))) (PP (IN in) (NP (JJ real) (NN estate))) (PP (IN in) (NP (NP (DT the) (JJ Allston) (NN section)) (PP (IN of) (NP (NNP Boston))))) (PP (IN while) (S (VP (VBG remaining) (ADJP (RB completely) (JJ anonymous)) (ADVP (RB even)) (PP (TO to) (NP (PRP$ its) (JJ own) (NNS students))))))) (. .)))",slate,1
3807,3807e,uh it's but then there's so many people you get so many different opinions like well you shouldn't have well i shouldn't have to have to do this or i shouldn't have to do that and all this other stuff i don't want to get involved and,( ( ( ( ( uh ( it 's ) ) but ) ( then ( there ( ( 's so ) ( ( many people ) ( you ( get ( so ( ( many ( different opinions ) ) ( like ( ( ( well ( you ( ( should n't ) ( have ( well ( i ( ( should n't ) ( have ( to ( have ( to ( do this ) ) ) ) ) ) ) ) ) ) ) ) or ) ( i ( ( should n't ) ( have ( to ( do that ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) and ) ( ( all ( this ( other ( stuff i ) ) ) ) ( ( do n't ) ( want ( to ( get ( involved and ) ) ) ) ) ) ),(ROOT (S (S (INTJ (UH uh)) (NP (PRP it)) (VP (VBZ 's))) (CC but) (S (ADVP (RB then)) (NP (EX there)) (VP (VBZ 's) (ADVP (RB so)) (NP (NP (JJ many) (NNS people)) (SBAR (S (NP (PRP you)) (VP (VBP get) (SBAR (IN so) (S (NP (JJ many) (JJ different) (NNS opinions)) (VP (VBP like) (SBAR (S (S (ADVP (RB well)) (NP (PRP you)) (VP (MD should) (RB n't) (VP (VB have) (S (ADVP (RB well)) (NP (FW i)) (VP (MD should) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB have) (S (VP (TO to) (VP (VB do) (NP (DT this)))))))))))))) (CC or) (S (NP (FW i)) (VP (MD should) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB do) (NP (DT that))))))))))))))))))) (CC and) (S (NP (PDT all) (DT this) (JJ other) (NN stuff) (NNS i)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB get) (VP (VBN involved) (ADVP (CC and))))))))))),Opinions tend to vary.,( Opinions ( ( tend ( to vary ) ) . ) ),(ROOT (S (NP (NNS Opinions)) (VP (VBP tend) (S (VP (TO to) (VP (VB vary))))) (. .))),telephone,0
46111,46111n,um-hum so you figure one of these days you're going to go back to being an engineer is that what you think,( um-hum ( so ( you ( figure ( ( one ( of ( ( these days ) ( you ( 're ( going ( to ( ( go back ) ( to ( being ( an engineer ) ) ) ) ) ) ) ) ) ) ) ( is ( that ( what ( you think ) ) ) ) ) ) ) ) ),(ROOT (FRAG (NP (NN um-hum)) (SBAR (IN so) (S (NP (PRP you)) (VP (VBP figure) (SBAR (S (NP (NP (CD one)) (PP (IN of) (NP (NP (DT these) (NNS days)) (SBAR (S (NP (PRP you)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB go) (PRT (RP back)) (PP (TO to) (S (VP (VBG being) (NP (DT an) (NN engineer))))))))))))))) (VP (VBZ is) (NP (NP (DT that)) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP think))))))))))))),"One of these days, you will go back to studying.","( ( One ( of ( these days ) ) ) ( , ( you ( ( will ( ( go back ) ( to studying ) ) ) . ) ) ) )","(ROOT (S (S (NP (NP (CD One)) (PP (IN of) (NP (DT these) (NNS days))))) (, ,) (NP (PRP you)) (VP (MD will) (VP (VB go) (PRT (RP back)) (PP (TO to) (S (VP (VBG studying)))))) (. .)))",telephone,1
26466,26466c,Right on the waterfront; offers a more formal atmosphere and a great place to catch a sunset.,( ( Right ( on ( the waterfront ) ) ) ( ; ( ( offers ( ( ( ( a ( more ( formal atmosphere ) ) ) and ) ( a ( great place ) ) ) ( to ( catch ( a sunset ) ) ) ) ) . ) ) ),(ROOT (S (NP (NP (NNP Right)) (PP (IN on) (NP (DT the) (NN waterfront)))) (: ;) (VP (VBZ offers) (S (NP (NP (DT a) (JJR more) (JJ formal) (NN atmosphere)) (CC and) (NP (DT a) (JJ great) (NN place))) (VP (TO to) (VP (VB catch) (NP (DT a) (NN sunset)))))) (. .))),It has a terrible view of the sunset.,( It ( ( has ( ( a ( terrible view ) ) ( of ( the sunset ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBZ has) (NP (NP (DT a) (JJ terrible) (NN view)) (PP (IN of) (NP (DT the) (NN sunset))))) (. .))),travel,2
11647,11647e,"To be sure that any needlework item is the genuine article (as opposed to an inferior import or machine-made piece), look for a lead seal with an M, the emblem of IBTAM meaning it's been certified by the Instituto de Bordado, Tapecaras e Arte?­sanato da Madeira (Institute of Madeiran Embroidery, Tapestry, and Handicrafts), an official island organization that has a showroom/museum on Rua Visconde de Anadia, 44.","( ( ( To ( ( be sure ) ( that ( ( any ( needlework item ) ) ( is ( the ( genuine article ) ) ) ) ) ) ) ( -LRB- ( ( as ( opposed ( to ( ( ( an ( inferior import ) ) or ) ( machine-made piece ) ) ) ) ) -RRB- ) ) ) ( , ( ( ( ( look ( for ( a ( lead seal ) ) ) ) ( with ( ( ( ( an M ) , ) ( ( the emblem ) ( of ( IBTAM ( meaning ( it ( 's ( been ( certified ( by ( the ( Instituto ( de Bordado ) ) ) ) ) ) ) ) ) ) ) ) ) , ) ) ) ( ( ( ( Tapecaras ( e ( Arte?sanato ( da Madeira ) ) ) ) ( -LRB- ( ( Institute ( of ( ( ( ( ( ( Madeiran Embroidery ) , ) Tapestry ) , ) and ) Handicrafts ) ) ) -RRB- ) ) ) , ) ( ( an ( official ( island organization ) ) ) ( that ( has ( ( a showroom/museum ) ( on ( ( ( Rua ( Visconde ( de Anadia ) ) ) , ) 44 ) ) ) ) ) ) ) ) . ) ) )","(ROOT (SINV (S (VP (VP (TO To) (VP (VB be) (ADJP (JJ sure)) (SBAR (IN that) (S (NP (DT any) (NN needlework) (NN item)) (VP (VBZ is) (NP (DT the) (JJ genuine) (NN article))))))) (PRN (-LRB- -LRB-) (ADJP (RB as) (VBN opposed) (PP (TO to) (NP (NP (DT an) (JJ inferior) (NN import)) (CC or) (NP (JJ machine-made) (NN piece))))) (-RRB- -RRB-)))) (, ,) (VP (VBP look) (PP (IN for) (NP (DT a) (JJ lead) (NN seal))) (PP (IN with) (NP (NP (DT an) (NNP M)) (, ,) (NP (NP (DT the) (NN emblem)) (PP (IN of) (NP (NP (NNP IBTAM)) (VP (VBG meaning) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN been) (VP (VBN certified) (PP (IN by) (NP (DT the) (NNP Instituto) (NNP de) (NNP Bordado)))))))))))) (, ,)))) (NP (NP (NNP Tapecaras) (NNP e) (NNP Arte?sanato) (NNP da) (NNP Madeira)) (PRN (-LRB- -LRB-) (NP (NP (NNP Institute)) (PP (IN of) (NP (NP (NNP Madeiran) (NNP Embroidery)) (, ,) (NP (NNP Tapestry)) (, ,) (CC and) (NP (NNP Handicrafts))))) (-RRB- -RRB-)) (, ,) (NP (NP (DT an) (JJ official) (NN island) (NN organization)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (NP (DT a) (NN showroom/museum)) (PP (IN on) (NP (NP (NNP Rua) (NNP Visconde) (FW de) (NNP Anadia)) (, ,) (NP (CD 44)))))))))) (. .)))",There is a seal to show authenticity. ,( There ( ( is ( a ( seal ( to ( show authenticity ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (DT a) (NN seal) (S (VP (TO to) (VP (VB show) (NP (NN authenticity))))))) (. .))),travel,0
122242,122242n,"However, my confidence in him, which at one time had rather waned, was fully restored since his belief in Alfred Inglethorp's innocence had been so triumphantly vindicated. ","( However ( , ( ( ( ( ( ( my confidence ) ( in him ) ) , ) ( which ( ( at ( one time ) ) ( ( had rather ) waned ) ) ) ) , ) ( ( ( was fully ) ( restored ( since ( ( ( his belief ) ( in ( ( Alfred ( Inglethorp 's ) ) innocence ) ) ) ( had ( ( been so ) ( triumphantly vindicated ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (ADVP (RB However)) (, ,) (NP (NP (PRP$ my) (NN confidence)) (PP (IN in) (NP (PRP him))) (, ,) (SBAR (WHNP (WDT which)) (S (PP (IN at) (NP (CD one) (NN time))) (VP (VBD had) (ADVP (RB rather)) (VP (VBN waned))))) (, ,)) (VP (VBD was) (ADVP (RB fully)) (VP (VBN restored) (SBAR (IN since) (S (NP (NP (PRP$ his) (NN belief)) (PP (IN in) (NP (NP (NNP Alfred) (NNP Inglethorp) (POS 's)) (NN innocence)))) (VP (VBD had) (VP (VBN been) (ADVP (RB so)) (VP (ADVP (RB triumphantly)) (VBN vindicated)))))))) (. .)))",I felt the real murderer should now be easier to determine.,( I ( ( felt ( ( the ( real murderer ) ) ( ( should now ) ( ( be easier ) ( to determine ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBD felt) (SBAR (S (NP (DT the) (JJ real) (NN murderer)) (VP (MD should) (ADVP (RB now)) (VP (VB be) (ADJP (JJR easier)) (S (VP (TO to) (VP (VB determine))))))))) (. .))),fiction,1
7189,7189n,(Kohler's Dictionary for Accountants) CONTRACT AUTHORITY - Contract authority is a subset of budget authority.,( ( ( ( ( -LRB- ( ( ( ( Kohler 's ) Dictionary ) ( for Accountants ) ) -RRB- ) ) ( CONTRACT AUTHORITY ) ) - ) ( ( Contract authority ) ( is ( ( a subset ) ( of ( budget authority ) ) ) ) ) ) . ),(ROOT (NP (NP (PRN (-LRB- -LRB-) (NP (NP (NP (NNP Kohler) (POS 's)) (NNP Dictionary)) (PP (IN for) (NP (NNPS Accountants)))) (-RRB- -RRB-)) (NNP CONTRACT) (NNP AUTHORITY)) (: -) (NP (NP (NN Contract) (NN authority)) (SBAR (S (VP (VBZ is) (NP (NP (DT a) (NN subset)) (PP (IN of) (NP (NN budget) (NN authority)))))))) (. .))),Contract authority must be granted by the financial authority.,( ( Contract authority ) ( ( must ( be ( granted ( by ( the ( financial authority ) ) ) ) ) ) . ) ),(ROOT (S (NP (NN Contract) (NN authority)) (VP (MD must) (VP (VB be) (VP (VBN granted) (PP (IN by) (NP (DT the) (JJ financial) (NN authority)))))) (. .))),government,1
102911,102911n,"The company once assembled, Poirot rose from his seat with the air of a popular lecturer, and bowed politely to his audience. ","( ( ( The company ) ( once assembled ) ) ( , ( Poirot ( ( ( ( ( ( rose ( from ( his seat ) ) ) ( with ( ( the air ) ( of ( a ( popular lecturer ) ) ) ) ) ) , ) and ) ( ( bowed politely ) ( to ( his audience ) ) ) ) . ) ) ) )","(ROOT (S (S (NP (DT The) (NN company)) (ADVP (RB once)) (VP (VBD assembled))) (, ,) (NP (NNP Poirot)) (VP (VP (VBD rose) (PP (IN from) (NP (PRP$ his) (NN seat))) (PP (IN with) (NP (NP (DT the) (NN air)) (PP (IN of) (NP (DT a) (JJ popular) (NN lecturer)))))) (, ,) (CC and) (VP (VBD bowed) (ADVP (RB politely)) (PP (TO to) (NP (PRP$ his) (NN audience))))) (. .)))","Poirot rose from his seat, bowed and started addressing the audience.","( Poirot ( ( ( ( ( ( rose ( from ( his seat ) ) ) , ) bowed ) and ) ( started ( addressing ( the audience ) ) ) ) . ) )","(ROOT (S (NP (NNP Poirot)) (VP (VP (VBD rose) (PP (IN from) (NP (PRP$ his) (NN seat)))) (, ,) (VP (VBD bowed)) (CC and) (VP (VBD started) (S (VP (VBG addressing) (NP (DT the) (NN audience)))))) (. .)))",fiction,1
54645,54645e,It will be a pleasure dressing Jane.,( It ( ( will ( be ( ( a pleasure ) ( dressing Jane ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (MD will) (VP (VB be) (NP (NP (DT a) (NN pleasure)) (VP (VBG dressing) (NP (NNP Jane)))))) (. .))),Dressing Jane will be enjoyable.,( ( Dressing Jane ) ( ( will ( be enjoyable ) ) . ) ),(ROOT (S (NP (NNP Dressing) (NNP Jane)) (VP (MD will) (VP (VB be) (ADJP (JJ enjoyable)))) (. .))),fiction,0
42461,42461c,"Engakuji is Kamakura's largest temple complex; often wracked by fire and earthquake, 17 of the original 46 buildings have survived.","( ( ( ( Engakuji ( is ( ( Kamakura 's ) ( largest ( temple complex ) ) ) ) ) ; ) ( ( often ( wracked ( by ( ( fire and ) earthquake ) ) ) ) ( , ( ( 17 ( of ( the ( original ( 46 buildings ) ) ) ) ) ( have survived ) ) ) ) ) . )","(ROOT (S (S (NP (NNP Engakuji)) (VP (VBZ is) (NP (NP (NNP Kamakura) (POS 's)) (JJS largest) (NN temple) (NN complex)))) (: ;) (S (S (VP (ADVP (RB often)) (VBN wracked) (PP (IN by) (NP (NN fire) (CC and) (NN earthquake))))) (, ,) (NP (NP (CD 17)) (PP (IN of) (NP (DT the) (JJ original) (CD 46) (NNS buildings)))) (VP (VBP have) (VP (VBN survived)))) (. .)))",None of the original buildings in Engakuji are still remaining.,( ( None ( of ( ( the ( original buildings ) ) ( in Engakuji ) ) ) ) ( ( ( are still ) remaining ) . ) ),(ROOT (S (NP (NP (NN None)) (PP (IN of) (NP (NP (DT the) (JJ original) (NNS buildings)) (PP (IN in) (NP (NNP Engakuji)))))) (VP (VBP are) (ADVP (RB still)) (VP (VBG remaining))) (. .))),travel,2
126189,126189e,"In applying this requirement, the following factors may influence the auditors' assessment of control ","( ( In ( applying ( this requirement ) ) ) ( , ( ( the ( following factors ) ) ( may ( influence ( ( ( the ( auditors ' ) ) assessment ) ( of control ) ) ) ) ) ) )","(ROOT (S (PP (IN In) (S (VP (VBG applying) (NP (DT this) (NN requirement))))) (, ,) (NP (DT the) (JJ following) (NNS factors)) (VP (MD may) (VP (VB influence) (NP (NP (NP (DT the) (NNS auditors) (POS ')) (NN assessment)) (PP (IN of) (NP (NN control))))))))",The influence of the following factors is possible.,( ( ( The influence ) ( of ( the ( following factors ) ) ) ) ( ( is possible ) . ) ),(ROOT (S (NP (NP (DT The) (NN influence)) (PP (IN of) (NP (DT the) (JJ following) (NNS factors)))) (VP (VBZ is) (ADJP (JJ possible))) (. .))),government,0
14315,14315e,do they live close by,( ( do they ) ( ( live close ) by ) ),(ROOT (SINV (VBP do) (NP (PRP they)) (VP (VB live) (NP (NN close)) (PP (IN by))))),Is their house near here?,( ( ( Is ( their house ) ) ( near here ) ) ? ),(ROOT (SQ (VBZ Is) (NP (PRP$ their) (NN house)) (ADVP (RB near) (RB here)) (. ?))),telephone,0
33475,33475n,History defies laws.,( History ( ( defies laws ) . ) ),(ROOT (S (NP (NN History)) (VP (VBZ defies) (NP (NNS laws))) (. .))),Laws are weak when talking about the past and the future.,( Laws ( ( are ( weak ( when ( talking ( about ( ( ( the past ) and ) ( the future ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS Laws)) (VP (VBP are) (ADJP (JJ weak) (SBAR (WHADVP (WRB when)) (S (VP (VBG talking) (PP (IN about) (NP (NP (DT the) (NN past)) (CC and) (NP (DT the) (NN future))))))))) (. .))),slate,1
139492,139492e,Now conservatives are fighting back.,( Now ( conservatives ( ( are ( fighting back ) ) . ) ) ),(ROOT (S (ADVP (RB Now)) (NP (NNS conservatives)) (VP (VBP are) (VP (VBG fighting) (ADVP (RB back)))) (. .))),Conservatives are battling now.,( Conservatives ( ( are ( battling now ) ) . ) ),(ROOT (S (NP (NNS Conservatives)) (VP (VBP are) (VP (VBG battling) (ADVP (RB now)))) (. .))),slate,0
65544,65544n, the uncompromising Vel?¡zquez portrait of ugly Queen Marianna of Austria; El Greco's powerfully mystic Christ on the Crose Ribera's gruesomely good-humored The Club Foot.,( ( ( ( ( the ( uncompromising ( Vel ( ? ( ¡ zquez ) ) ) ) ) ( portrait ( of ( ( ugly ( Queen Marianna ) ) ( of Austria ) ) ) ) ) ; ) ( ( ( ( El ( Greco 's ) ) ( ( powerfully mystic ) Christ ) ) ( on ( ( the ( Crose ( Ribera 's ) ) ) ( gruesomely good-humored ) ) ) ) ( The ( Club Foot ) ) ) ) . ),(ROOT (NP (NP (DT the) (VBG uncompromising) (NNP Vel) (. ?) (NNP ¡) (NN zquez)) (NP (NP (NN portrait)) (PP (IN of) (NP (NP (NNP ugly) (NNP Queen) (NNP Marianna)) (PP (IN of) (NP (NNP Austria)))))) (: ;) (NP (NP (NP (NP (NNP El) (NNP Greco) (POS 's)) (ADJP (RB powerfully) (JJ mystic)) (NN Christ)) (PP (IN on) (NP (NP (DT the) (NNP Crose) (NNP Ribera) (POS 's)) (JJ gruesomely) (NN good-humored)))) (NP (DT The) (NNP Club) (NNP Foot))) (. .))),El Greco was a extremely famous Spanish painter whose work was often religious.,( ( El Greco ) ( ( was ( ( a ( ( extremely famous ) ( Spanish painter ) ) ) ( whose ( work ( was ( often religious ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP El) (NNP Greco)) (VP (VBD was) (NP (NP (DT a) (ADJP (RB extremely) (JJ famous)) (JJ Spanish) (NN painter)) (SBAR (WP$ whose) (S (NP (NN work)) (VP (VBD was) (ADJP (RB often) (JJ religious))))))) (. .))),travel,1
