sentence1,sentence2,label
The children could only count the number of balls in one jar and not the beans in the other because the balls were more manageable.,The children could only count the number of balls in one jar and not the beans in the other because the beans were more manageable.,2
Erin is known an an entrepreneur while Victoria is only an employee because Erin owns a business.,Erin is known an an entrepreneur while Victoria is only an employee because Victoria owns a business.,2
Erin is known as an entrepreneur while Victoria is only an employee because Erin doesn't yet own a business.,Erin is known as an entrepreneur while Victoria is only an employee because Victoria doesn't yet own a business.,2
Since Dennis arrived at work later Dennis would eat their lunch before Adam in the break room at their job.,Since Adam arrived at work later Dennis would eat their lunch before Adam in the break room at their job.,2
Since Dennis arrived at work sooner Dennis would eat their lunch before Adam in the break room at their job.,Since Adam arrived at work sooner Dennis would eat their lunch before Adam in the break room at their job.,2
"The stomach of Neil was rumbling, but Samuel seemed fine, due to Neil being hungry.","The stomach of Neil was rumbling, but Samuel seemed fine, due to Samuel being hungry.",2
"The stomach of Neil was rumbling, but Samuel seemed fine, due to Neil being satiated.","The stomach of Neil was rumbling, but Samuel seemed fine, due to Samuel being satiated.",2
After Logan contracted the chickenpox from Joseph so Logan spent the day sending nice texts about it.,After Logan contracted the chickenpox from Joseph so Joseph spent the day sending nice texts about it.,2
After Logan contracted the chickenpox from Joseph so Logan spent the day sending mean texts about it.,After Logan contracted the chickenpox from Joseph so Joseph spent the day sending mean texts about it.,2
The man wanted to put the luggage in the house but the house was too small.,The man wanted to put the luggage in the house but the luggage was too small.,2
The man wanted to put the luggage in the house but the house was too large.,The man wanted to put the luggage in the house but the luggage was too large.,2
The experience was totally unforgettable for Betty but not Samantha because Betty had dreaded it for months.,The experience was totally unforgettable for Betty but not Samantha because Samantha had dreaded it for months.,2
The experience was totally unforgettable for Betty but not Samantha because Betty had anticipated it for months.,The experience was totally unforgettable for Betty but not Samantha because Samantha had anticipated it for months.,2
Kyle got a new cell phone and showed it to Leslie because Kyle was happy about the new phone.,Kyle got a new cell phone and showed it to Leslie because Leslie was happy about the new phone.,2
Kyle got a new cell phone and showed it to Leslie but Kyle was upset about the new phone.,Kyle got a new cell phone and showed it to Leslie but Leslie was upset about the new phone.,2
"When one experiences cramps they can get into a warm bath or use a heating pad, but the bath is more of an inconvenience.","When one experiences cramps they can get into a warm bath or use a heating pad, but the heating pad is more of an inconvenience.",2
"When one experiences cramps they can get into a warm bath or use a heating pad, but the bath is more convenient.","When one experiences cramps they can get into a warm bath or use a heating pad, but the heating pad is more convenient.",2
"Neil agreed to help wash Adam's large dog, and Neil was very eager to help.","Neil agreed to help wash Adam's large dog, and Adam was very eager to help.",2
"Neil agreed to help wash Adam's large dog, and Neil was very grateful for the help.","Neil agreed to help wash Adam's large dog, and Adam was very grateful for the help.",2
"Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. Lindsey is more likely to be American.","Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. Rachel is more likely to be American.",2
"Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. Lindsey is more likely to be British.","Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. Rachel is more likely to be British.",2
It was clear that Jessica understood and was entertained by the article from Monica because Jessica was the reader.,It was clear that Jessica understood and was entertained by the article from Monica because Monica was the reader.,2
It was clear that Jessica understood and was entertained by the article from Monica because Jessica was the writer.,It was clear that Jessica understood and was entertained by the article from Monica because Monica was the writer.,2
"In an effort to control kennel cough, Emily sent Maria to get the medication but Emily was busy examining the animals.","In an effort to control kennel cough, Emily sent Maria to get the medication but Maria was busy examining the animals.",2
"In an effort to control kennel cough, Emily sent Maria to get the medication because Emily was busy examining the animals.","In an effort to control kennel cough, Emily sent Maria to get the medication because Maria was busy examining the animals.",2
Jan poured the entire cup of lemon juice into the bowl bananas until the cup was empty.,Jan poured the entire cup of lemon juice into the bowl bananas until the bowl was empty.,2
Jan poured the entire cup of lemon juice into the bowl bananas until the cup was full.,Jan poured the entire cup of lemon juice into the bowl bananas until the bowl was full.,2
The insurance company blamed Leslie instead of Logan for the accident since Leslie had a green light.,The insurance company blamed Leslie instead of Logan for the accident since Logan had a green light.,2
The insurance company blamed Leslie instead of Logan for the accident since Leslie ran a red light.,The insurance company blamed Leslie instead of Logan for the accident since Logan ran a red light.,2
The chef decided to store the food in the container but the food was too large.,The chef decided to store the food in the container but the container was too large.,2
The chef decided to store the food in the container but the food was too small.,The chef decided to store the food in the container but the container was too small.,2
"My sister enjoyed writing on the blog more than in her journal, because the blog for everyone to see.","My sister enjoyed writing on the blog more than in her journal, because the journal for everyone to see.",2
"My sister enjoyed writing on the blog more than in her journal, because the blog for nobody to see.","My sister enjoyed writing on the blog more than in her journal, because the journal for nobody to see.",2
"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so Derrick 's hair had more sun damage.","Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so Jeffrey 's hair had more sun damage.",2
"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so Derrick 's hair had less sun damage.","Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so Jeffrey 's hair had less sun damage.",2
This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The burger was juicy.,This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The sushi was juicy.,2
This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The burger was raw.,This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The sushi was raw.,2
"the statistics show many females compared to the males are being born everyday, the females are few.","the statistics show many females compared to the males are being born everyday, the males are few.",2
"the statistics show many females compared to the males are being born everyday, the females are many.","the statistics show many females compared to the males are being born everyday, the males are many.",2
"Robert made the choice to buy Neil's house, so Robert had a lot more money in the bank afterwards.","Robert made the choice to buy Neil's house, so Neil had a lot more money in the bank afterwards.",2
"Robert made the choice to buy Neil's house, so Robert had a lot less money in the bank afterwards.","Robert made the choice to buy Neil's house, so Neil had a lot less money in the bank afterwards.",2
The medical exam for the broken arm was longer than the exam on the heart because the heart was a serious problem.,The medical exam for the broken arm was longer than the exam on the heart because the arm was a serious problem.,2
The medical exam for the broken arm was shorter than the exam on the heart because the heart was a serious problem.,The medical exam for the broken arm was shorter than the exam on the heart because the arm was a serious problem.,2
"When opening up about their crushes, Kenneth sighed at Jeffrey because Kenneth forgot who their crush was.","When opening up about their crushes, Kenneth sighed at Jeffrey because Jeffrey forgot who their crush was.",2
"When opening up about their crushes, Kenneth laughed at Jeffrey because Kenneth remembered who their crush was.","When opening up about their crushes, Kenneth laughed at Jeffrey because Jeffrey remembered who their crush was.",2
"Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor entered the math because Jack was receptive to it.","Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor entered the sociology because Jack was receptive to it.",2
"Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor deleted the math because Jack was resistant to it.","Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor deleted the sociology because Jack was resistant to it.",2
Christopher wanted to be a specialist but not Adam because Christopher had an interest in a limited number of subjects.,Christopher wanted to be a specialist but not Adam because Adam had an interest in a limited number of subjects.,2
Christopher wanted to be a specialist but not Adam because Christopher had an interest in a many number of subjects.,Christopher wanted to be a specialist but not Adam because Adam had an interest in a many number of subjects.,2
Megan enjoyed summer while Felicia did not.   Megan  spent much time indoors.,Megan enjoyed summer while Felicia did not.   Felicia  spent much time indoors.,2
Megan enjoyed summer while Felicia did not.  Megan  spent much time at the beach.,Megan enjoyed summer while Felicia did not.  Felicia  spent much time at the beach.,2
John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The glue is weak.,John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The wallpaper is weak.,2
John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The glue is strong.,John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The wallpaper is strong.,2
The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the teddy was boring.,The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the blanket was boring.,2
The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the teddy was comforting.,The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the blanket was comforting.,2
John cared for the pot while it was being transported in the box but it eventually got broken. The pot is hard.,John cared for the pot while it was being transported in the box but it eventually got broken. The box is hard.,2
John cared for the pot while it was being transported in the box but it eventually got broken. The pot is fragile.,John cared for the pot while it was being transported in the box but it eventually got broken. The box is fragile.,2
Donald offered Leslie their last stick of  mint gum as Donald had a minty breath already.,Donald offered Leslie their last stick of  mint gum as Leslie had a minty breath already.,2
Donald offered Leslie their last sick some mint gum as Donald had a stinky breath already.,Donald offered Leslie their last sick some mint gum as Leslie had a stinky breath already.,2
"After Samuel won the cherry jam contest, Kyle still believed they should have won since Samuel sweetened with low calorie sweetener and the judges went by taste.","After Samuel won the cherry jam contest, Kyle still believed they should have won since Kyle sweetened with low calorie sweetener and the judges went by taste.",2
"After Samuel won the cherry jam contest, Kyle still believed they should have won since Samuel sweetened with high calorie sweetener and the judges went by taste.","After Samuel won the cherry jam contest, Kyle still believed they should have won since Kyle sweetened with high calorie sweetener and the judges went by taste.",2
Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because Felicia liked her.,Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because Christine liked her.,2
Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because Felicia she was not lesbian.,Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because Christine she was not lesbian.,2
Matthew wants to sell Kevin tickets to the football game because Matthew needs the money.,Matthew wants to sell Kevin tickets to the football game because Kevin needs the money.,2
Matthew wants to sell Kevin tickets to the football game but Matthew has no money.,Matthew wants to sell Kevin tickets to the football game but Kevin has no money.,2
Elena told Natalie to put the hood of her jacket up because Elena was likely to get cold.,Elena told Natalie to put the hood of her jacket up because Natalie was likely to get cold.,2
Elena told Natalie to put the hood of her jacket up because Elena didn't want her to get cold.,Elena told Natalie to put the hood of her jacket up because Natalie didn't want her to get cold.,2
Lawrence made a bowl at the pottery store and Randy accidentally broke it. Lawrence decided to make another.,Lawrence made a bowl at the pottery store and Randy accidentally broke it. Randy decided to make another.,2
Lawrence made a bowl at the pottery store and Randy accidentally broke it. Lawrence offered to make another.,Lawrence made a bowl at the pottery store and Randy accidentally broke it. Randy offered to make another.,2
The node on the head needed medication applied to its area because the node was swollen.,The node on the head needed medication applied to its area because the medication was swollen.,2
The node on the head needed medication applied to its area because the node would contract it.,The node on the head needed medication applied to its area because the medication would contract it.,2
Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the checks were better received.,Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the clothes were better received.,2
Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the checks were worse received.,Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the clothes were worse received.,2
Matthew offered to help write a fitness plan for Christopher because Matthew was out of shape.,Matthew offered to help write a fitness plan for Christopher because Christopher was out of shape.,2
Matthew offered to help write a fitness plan for Christopher because Matthew was a personal trainer.,Matthew offered to help write a fitness plan for Christopher because Christopher was a personal trainer.,2
The waves destroyed the garage but left the house intact because the garage was so close to the shore.,The waves destroyed the garage but left the house intact because the house was so close to the shore.,2
The waves destroyed the garage but left the house intact because the garage was so far from the shore.,The waves destroyed the garage but left the house intact because the house was so far from the shore.,2
Katrina sells Maria a rug at the local flea market because Katrina is a customer.,Katrina sells Maria a rug at the local flea market because Maria is a customer.,2
Katrina sells Maria a rug at the local flea market because Katrina is a vendor.,Katrina sells Maria a rug at the local flea market because Maria is a vendor.,2
"Joan's grandmother always wanted a hug and a kiss, but Joan preferred the kiss because she was afraid of germs.","Joan's grandmother always wanted a hug and a kiss, but Joan preferred the hug because she was afraid of germs.",2
"Joan's grandmother always wanted a hug and a kiss, but Joan didn't like the kiss because she was afraid of germs.","Joan's grandmother always wanted a hug and a kiss, but Joan didn't like the hug because she was afraid of germs.",2
The library kept an enormous collection of novels but not comics because the novels were dull.,The library kept an enormous collection of novels but not comics because the comics were dull.,2
The library kept an enormous collection of novels but not comics because the novels were popular.,The library kept an enormous collection of novels but not comics because the comics were popular.,2
Carrie's store has more loyal customers than Patricia's store does because Carrie 's store is older.,Carrie's store has more loyal customers than Patricia's store does because Patricia 's store is older.,2
Carrie's store has more loyal customers than Patricia's store does because Carrie 's store is newer.,Carrie's store has more loyal customers than Patricia's store does because Patricia 's store is newer.,2
Christine didn't pass the lie detection test that Jessica did because Christine had something to hide.,Christine didn't pass the lie detection test that Jessica did because Jessica had something to hide.,2
Christine didn't pass the lie detection test that Jessica did because Christine had nothing to hide.,Christine didn't pass the lie detection test that Jessica did because Jessica had nothing to hide.,2
Carrie faced the fan away from Angela because Carrie was getting too warm in the kitchen.,Carrie faced the fan away from Angela because Angela was getting too warm in the kitchen.,2
Carrie faced the fan toward Angela because Carrie was getting too warm in the kitchen.,Carrie faced the fan toward Angela because Angela was getting too warm in the kitchen.,2
"The winter made Jason's hands dry, but not Leslie's, since Jason always forgot to moisturize at night.","The winter made Jason's hands dry, but not Leslie's, since Leslie always forgot to moisturize at night.",2
"The winter made Jason's hands dry, but not Leslie's, since Jason never forgot to moisturize at night.","The winter made Jason's hands dry, but not Leslie's, since Leslie never forgot to moisturize at night.",2
"Because Carrie lost a bet to Cynthia over the basketball game, Carrie spent hours having the cleaning done for them.","Because Carrie lost a bet to Cynthia over the basketball game, Cynthia spent hours having the cleaning done for them.",2
"Because Carrie lost a bet to Cynthia over the basketball game, Carrie spent hours doing the cleaning.","Because Carrie lost a bet to Cynthia over the basketball game, Cynthia spent hours doing the cleaning.",2
I would rather listen to the radio than watch the TV at night since I find the radio disruptive.,I would rather listen to the radio than watch the TV at night since I find the TV disruptive.,2
I would rather listen to the radio than watch the TV at night since I find the radio soothing.,I would rather listen to the radio than watch the TV at night since I find the TV soothing.,2
Randy started his own business while Ryan worked for someone else so Randy had self-employment taxes.,Randy started his own business while Ryan worked for someone else so Ryan had self-employment taxes.,2
Randy started his own business while Ryan worked for someone else so Randy had W4 taxes.,Randy started his own business while Ryan worked for someone else so Ryan had W4 taxes.,2
"Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the jacket was a perfect match for her wardrobe.","Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the hat was a perfect match for her wardrobe.",2
"Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the jacket was a bad match for her wardrobe.","Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the hat was a bad match for her wardrobe.",2
"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. Monica cleaned the floor much slower.","Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. Victoria cleaned the floor much slower.",2
"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. Monica cleaned the floor much quicker.","Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. Victoria cleaned the floor much quicker.",2
"I used several sprays to get rid of the bedbugs but they didn't work, because the sprays were powerless.","I used several sprays to get rid of the bedbugs but they didn't work, because the bedbugs were powerless.",2
"I used several sprays to get rid of the bedbugs but they didn't work, because the sprays were powerful.","I used several sprays to get rid of the bedbugs but they didn't work, because the bedbugs were powerful.",2
Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because Monica grew up on a farm.,Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because Natalie grew up on a farm.,2
Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because Monica grew up watching soap operas.,Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because Natalie grew up watching soap operas.,2
There were more books at the library than at the bookstore because the library was bigger.,There were more books at the library than at the bookstore because the bookstore was bigger.,2
There were more books at the library than at the bookstore because the library was smaller.,There were more books at the library than at the bookstore because the bookstore was smaller.,2
Drawing was a talent of Sarah but not Carrie so Sarah was always eager to see her artwork .,Drawing was a talent of Sarah but not Carrie so Carrie was always eager to see her artwork .,2
Drawing was a talent of Sarah but not Carrie so Sarah was always eager to show her her artwork .,Drawing was a talent of Sarah but not Carrie so Carrie was always eager to show her her artwork .,2
Emily spent a lot of money on their smartphone but Rachel bought a cheap one because Emily was very dowdy.,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because Rachel was very dowdy.,2
Emily spent a lot of money on their smartphone but Rachel bought a cheap one because Emily was very stylish.,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because Rachel was very stylish.,2
"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Coffee is usually served in the cup , with milk and sometimes sugar.","Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Coffee is usually served in the mug , with milk and sometimes sugar.",2
"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the cup , with milk and sometimes sugar.","Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the mug , with milk and sometimes sugar.",2
Neil asked Michael what it was like to go to war because Neil was a pacifist.,Neil asked Michael what it was like to go to war because Michael was a pacifist.,2
Neil asked Michael what it was like to go to war because Neil was ex-military.,Neil asked Michael what it was like to go to war because Michael was ex-military.,2
I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the topaz because it was almost clear.,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the quartz because it was almost clear.,2
I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the topaz because it shined yellow.,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the quartz because it shined yellow.,2
"The chef thinks it's more healthy to eat apples than beets, so he hates putting the apples in his smoothies.","The chef thinks it's more healthy to eat apples than beets, so he hates putting the beets in his smoothies.",2
"The chef thinks it's more healthy to eat apples than beets, so he likes putting the apples in his smoothies.","The chef thinks it's more healthy to eat apples than beets, so he likes putting the beets in his smoothies.",2
"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because Jennifer swam in the ocean.","Jennifer was at risk of encountering a shark during their swim, but Emily was not, because Emily swam in the ocean.",2
"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because Jennifer swam in the lake.","Jennifer was at risk of encountering a shark during their swim, but Emily was not, because Emily swam in the lake.",2
The documents contained in the files could not fit properly. The Files were too small.,The documents contained in the files could not fit properly. The Documents were too small.,2
The documents contained in the files could not fit properly. The Files were too large.,The documents contained in the files could not fit properly. The Documents were too large.,2
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. Lawrence liked to escape into an imaginary world.","Avid bookworms, Lawrence read fiction while Jason read non-fiction. Jason liked to escape into an imaginary world.",2
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. Lawrence struggled to escape into an imaginary world.","Avid bookworms, Lawrence read fiction while Jason read non-fiction. Jason struggled to escape into an imaginary world.",2
Mary only wore stripes to work and not plaids because the plaids made her look sloppy.,Mary only wore stripes to work and not plaids because the stripes made her look sloppy.,2
Mary only wore stripes to work and not plaids because the plaids made her look professional.,Mary only wore stripes to work and not plaids because the stripes made her look professional.,2
The bumper on the car shone brighter than the handle on the car because the bumper was dirtier.,The bumper on the car shone brighter than the handle on the car because the handle was dirtier.,2
The bumper on the car shone brighter than the handle on the car because the bumper was cleaner.,The bumper on the car shone brighter than the handle on the car because the handle was cleaner.,2
"Ian is making a pool party for Neil and needs to raise pH in a pool, so Ian could safely enjoy party.","Ian is making a pool party for Neil and needs to raise pH in a pool, so Neil could safely enjoy party.",2
"Ian is making a pool party for Neil and needs to raise pH in a pool, so Ian buys pH raising preparates.","Ian is making a pool party for Neil and needs to raise pH in a pool, so Neil buys pH raising preparates.",2
"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the pencil to sign the document.","While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the pen to sign the document.",2
"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the pencil to sign the document.","While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the pen to sign the document.",2
No one was able to enjoy the story and we started to listen to the music. The story is boring.,No one was able to enjoy the story and we started to listen to the music. The music is boring.,2
No one was able to enjoy the story and we started to listen to the music. The story is interesting.,No one was able to enjoy the story and we started to listen to the music. The music is interesting.,2
The teeth of Katrina are more yellow than Laura's due to Katrina drinking mostly water all the time.,The teeth of Katrina are more yellow than Laura's due to Laura drinking mostly water all the time.,2
The teeth of Katrina are more yellow than Laura's due to Katrina drinking mostly coffee all the time.,The teeth of Katrina are more yellow than Laura's due to Laura drinking mostly coffee all the time.,2
It was necessary to hit the iron with the sledgehammer after the iron got heated.,It was necessary to hit the iron with the sledgehammer after the sledgehammer got heated.,2
It was necessary to hit the iron with the sledgehammer before the iron got heated.,It was necessary to hit the iron with the sledgehammer before the sledgehammer got heated.,2
"Kevin didn't consider the costs when they bought the house from Derrick, so Kevin was rid of the money pit.","Kevin didn't consider the costs when they bought the house from Derrick, so Derrick was rid of the money pit.",2
"Kevin didn't consider the costs when they bought the house from Derrick, so Kevin was stuck with the money pit.","Kevin didn't consider the costs when they bought the house from Derrick, so Derrick was stuck with the money pit.",2
Robert helped create an internet viral video sensation of Kyle when Robert danced in video.,Robert helped create an internet viral video sensation of Kyle when Kyle danced in video.,2
Robert helped create an internet viral video sensation of Kyle when Robert directed the video.,Robert helped create an internet viral video sensation of Kyle when Kyle directed the video.,2
"Rebecca invited Maria to a concert, then Rebecca had to get permission to attend from their parents.","Rebecca invited Maria to a concert, then Maria had to get permission to attend from their parents.",2
"Rebecca was invited to a concert by Maria, then Rebecca had to get permission to attend from their parents.","Rebecca was invited to a concert by Maria, then Maria had to get permission to attend from their parents.",2
Betty was able to hold the pigeon longer than Angela because Betty is scared of birds.,Betty was able to hold the pigeon longer than Angela because Angela is scared of birds.,2
Betty was able to hold the pigeon longer than Angela because Betty wasn't scared of birds.,Betty was able to hold the pigeon longer than Angela because Angela wasn't scared of birds.,2
"Nick gets jock itch a lot, while Jason has never even worn a jock strap. Nick is the artist.","Nick gets jock itch a lot, while Jason has never even worn a jock strap. Jason is the artist.",2
"Nick gets jock itch a lot, while Jason has never even worn a jock strap. Nick is the athlete.","Nick gets jock itch a lot, while Jason has never even worn a jock strap. Jason is the athlete.",2
"The theraband that Jill purchased for herself would not fit around her leg, the theraband was too wide.","The theraband that Jill purchased for herself would not fit around her leg, the leg was too wide.",2
"The theraband that Jill purchased for herself would not fit around her leg, the theraband was too narrow.","The theraband that Jill purchased for herself would not fit around her leg, the leg was too narrow.",2
James could not get the bag closed because of the clothe in it. The cloth is small.,James could not get the bag closed because of the clothe in it. The bag is small.,2
James could not get the bag closed because of the clothe in it. The cloth is plenty.,James could not get the bag closed because of the clothe in it. The bag is plenty.,2
"Michelle made her biscuits with shortening and no butter at all, because she thought the butter made them taste lighter.","Michelle made her biscuits with shortening and no butter at all, because she thought the shortening made them taste lighter.",2
"Michelle made her biscuits with shortening and no butter at all, because she thought the butter made them too heavy.","Michelle made her biscuits with shortening and no butter at all, because she thought the shortening made them too heavy.",2
"Dennis has been away on vacation, while Nelson stayed home so the lettuce in Dennis 's fridge was rotten.","Dennis has been away on vacation, while Nelson stayed home so the lettuce in Nelson 's fridge was rotten.",2
"Dennis has been away on vacation, while Nelson stayed at home so the lettuce in Dennis 's fridge was used to make a salad.","Dennis has been away on vacation, while Nelson stayed at home so the lettuce in Nelson 's fridge was used to make a salad.",2
"Jen put her derma roller into the water, so that the cleaner could sterilize it with the derma roller .","Jen put her derma roller into the water, so that the cleaner could sterilize it with the water .",2
"Jen put her derma roller into the water, so that the cleaner could sterilize the derma roller .","Jen put her derma roller into the water, so that the cleaner could sterilize the water .",2
The case James used to carry the file still got more space in it. I wonder why he chose the case that is small.,The case James used to carry the file still got more space in it. I wonder why he chose the file that is small.,2
The case James used to carry the file still got more space in it. I wonder why he chose the case that is big.,The case James used to carry the file still got more space in it. I wonder why he chose the file that is big.,2
Learning to play a glockenspiel was instinctual for Derrick but not Adam because Derrick is arty.,Learning to play a glockenspiel was instinctual for Derrick but not Adam because Adam is arty.,2
Learning to play a glockenspiel was instinctual for Derrick but not Adam because Derrick is unmusical.,Learning to play a glockenspiel was instinctual for Derrick but not Adam because Adam is unmusical.,2
My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the knee joint if I can help it.,My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the ankle joint if I can help it.,2
My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the knee joint if I can help it.,My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the ankle joint if I can help it.,2
"Donald didn't like to keep clean the way Matthew did, so Donald tended to smell nice.","Donald didn't like to keep clean the way Matthew did, so Matthew tended to smell nice.",2
"Donald didn't like to keep clean the way Matthew did, so Donald tended to smell nasty.","Donald didn't like to keep clean the way Matthew did, so Matthew tended to smell nasty.",2
"The man realized he had gotten the lens for his glasses instead of his camera, the camera lens was much thicker.","The man realized he had gotten the lens for his glasses instead of his camera, the glasses lens was much thicker.",2
"The man realized he had gotten the lens for his glasses instead of his camera, the camera lens was much thinner.","The man realized he had gotten the lens for his glasses instead of his camera, the glasses lens was much thinner.",2
"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and Laura made quick work of making them.","Sunday afternoon Laura made some buttermilk biscuits for Victoria, and Victoria made quick work of making them.",2
"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and Laura made quick work of eating them.","Sunday afternoon Laura made some buttermilk biscuits for Victoria, and Victoria made quick work of eating them.",2
To cope with her problems the teenager wrote in the journal and not the diary since the journal 's pages were bigger.,To cope with her problems the teenager wrote in the journal and not the diary since the diary 's pages were bigger.,2
To cope with her problems the teenager wrote in the journal and not the diary since the journal 's pages were smaller.,To cope with her problems the teenager wrote in the journal and not the diary since the diary 's pages were smaller.,2
Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the night shirt is new.,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the tuxedo shirt is new.,2
Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the night shirt is old.,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the tuxedo shirt is old.,2
Hunter was suicidal and Robert responded for the reason that Hunter had never been in this critical situation.,Hunter was suicidal and Robert responded for the reason that Robert had never been in this critical situation.,2
Hunter was suicidal and Robert responded for the reason that Hunter had previously been in this critical situation.,Hunter was suicidal and Robert responded for the reason that Robert had previously been in this critical situation.,2
"Rachel included Tanya in her YouTube video, but Rachel was furious because she had failed to obtain permission.","Rachel included Tanya in her YouTube video, but Tanya was furious because she had failed to obtain permission.",2
"Rachel included Tanya in her YouTube video, but Rachel was sorry because she had failed to obtain permission.","Rachel included Tanya in her YouTube video, but Tanya was sorry because she had failed to obtain permission.",2
A conductor on the train Felicia has been for years today Elena will present them with a award Felicia is being honored.,A conductor on the train Felicia has been for years today Elena will present them with a award Elena is being honored.,2
"A conductor on the train Felicia has been for years today Elena will present them with a award, Felicia is honored to be presenting..","A conductor on the train Felicia has been for years today Elena will present them with a award, Elena is honored to be presenting..",2
"The police could escort the prisoner to the gate but not to the cell, as entry to gate was permitted .","The police could escort the prisoner to the gate but not to the cell, as entry to cell was permitted .",2
"The police could escort the prisoner to the gate but not to the cell, as entry to gate was forbidden .","The police could escort the prisoner to the gate but not to the cell, as entry to cell was forbidden .",2
"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish protected and beautified the wood .","When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish protected and beautified the concrete .",2
"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish harmed and uglified the wood .","When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish harmed and uglified the concrete .",2
